item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.32117968797683716,0.5641027688980103,-0.8125773615054682,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8331580758094788,0.07728353142738342,3.430357321422528,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.051784370094537735,0.20120015740394592,-1.958042808956183,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3837483823299408,0.09210764616727829,2.058767839498569,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.32117968797683716,0.5641027688980103,-0.8125773615054682,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8331580758094788,0.07728353142738342,3.430357321422528,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.051784370094537735,0.20120015740394592,-1.958042808956183,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3837483823299408,0.09210764616727829,2.058767839498569,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.14156441390514374,0.6839752197265625,-2.2724854074688476,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8540897965431213,0.05145765841007233,4.052930045041705,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10004580765962601,0.08452697843313217,0.24317692926090492,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.13885800540447235,0.22953124344348907,-0.7250801910368065,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.14156441390514374,0.6839752197265625,-2.2724854074688476,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8540897965431213,0.05145765841007233,4.052930045041705,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10004580765962601,0.08452697843313217,0.24317692926090492,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.13885800540447235,0.22953124344348907,-0.7250801910368065,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.24127230048179626,0.65599125623703,-1.4430142902161147,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.827311098575592,0.07263120263814926,3.509768562654736,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.0608900748193264,0.18910765647888184,-1.634928784670114,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.38165149092674255,0.091966412961483,2.0530768511953505,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.24127230048179626,0.65599125623703,-1.4430142902161147,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.827311098575592,0.07263120263814926,3.509768562654736,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.0608900748193264,0.18910765647888184,-1.634928784670114,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.38165149092674255,0.091966412961483,2.0530768511953505,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.13938288390636444,0.700184166431427,-2.3286810274251084,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8536563515663147,0.044283997267484665,4.268798057415537,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.12951381504535675,0.08969692885875702,0.5299755017097924,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.1526474952697754,0.2556631863117218,-0.7440405205185617,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.13938288390636444,0.700184166431427,-2.3286810274251084,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8536563515663147,0.044283997267484665,4.268798057415537,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.12951381504535675,0.08969692885875702,0.5299755017097924,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.1526474952697754,0.2556631863117218,-0.7440405205185617,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.32555335760116577,0.5847921967506409,-0.8450300427787223,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8257595300674438,0.08230840414762497,3.3266100642103256,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.056910328567028046,0.22917136549949646,-2.00966437962966,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3847033679485321,0.08511035144329071,2.1763399462693056,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.32555335760116577,0.5847921967506409,-0.8450300427787223,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8257595300674438,0.08230840414762497,3.3266100642103256,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.056910328567028046,0.22917136549949646,-2.00966437962966,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3847033679485321,0.08511035144329071,2.1763399462693056,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.15618228912353516,0.6836856007575989,-2.130102177808779,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8582075238227844,0.048843637108802795,4.1350840103500754,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.11653753370046616,0.09071008861064911,0.3614597654697875,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.14152966439723969,0.21933603286743164,-0.6320383683001701,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.15618228912353516,0.6836856007575989,-2.130102177808779,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8582075238227844,0.048843637108802795,4.1350840103500754,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.11653753370046616,0.09071008861064911,0.3614597654697875,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.14152966439723969,0.21933603286743164,-0.6320383683001701,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.281811386346817,0.6288982629776001,-1.1580967471799872,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.7963208556175232,0.09399732947349548,3.0826581676895546,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.07007566094398499,0.21322868764400482,-1.6054161986386986,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.38090938329696655,0.08580819517374039,2.1502604825439358,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.281811386346817,0.6288982629776001,-1.1580967471799872,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.7963208556175232,0.09399732947349548,3.0826581676895546,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.07007566094398499,0.21322868764400482,-1.6054161986386986,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.38090938329696655,0.08580819517374039,2.1502604825439358,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.1617838591337204,0.6787086725234985,-2.0687247679439924,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8338593244552612,0.05636874586343765,3.8868366408039816,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.1498125046491623,0.09480702877044678,0.6600921224227047,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.15659618377685547,0.2435414344072342,-0.6371181882438848,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.1617838591337204,0.6787086725234985,-2.0687247679439924,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.8338593244552612,0.05636874586343765,3.8868366408039816,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,3,The person who put the wine in the garage was,David,Marta,0.1498125046491623,0.09480702877044678,0.6600921224227047,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.15659618377685547,0.2435414344072342,-0.6371181882438848,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7757774591445923,0.03353431075811386,4.531933002504074,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.09460122138261795,0.5824331045150757,-2.6221616429958137,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,680000,1427B
