start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,2.4514476050017273,9.889077045954764e-05,1.8079919755109586e-05,"At the end of the story, the book was in the",basket,1.274819405161629,4.668151814257726e-05,1.9292392607894726e-05,The person who put the book in the box was,Sean,-0.44971683121500255,0.00013828797091264278,0.00018886986072175205,The person who moved the book to the basket was,Anna,0.0770392642183564,0.0003520192694850266,0.00033371467725373805,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,0.08357122599418179,6.58356657368131e-06,6.213034794200212e-06,"At the end of the story, the jam was in the",fridge,1.2992133431124397,1.7992608263739385e-05,7.311255103559233e-06,The person who put the jam in the cupboard was,Mary,0.6635131880398392,0.000166595695191063,0.00010517836199142039,The person who moved the jam to the fridge was,James,1.1089957050883323,0.00039546971675008535,0.00018334634660277516,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,1.115757482267555,1.2195522685942706e-05,5.62760942557361e-06,"At the end of the story, the shirt was in the",basket,-0.06885627996663989,1.173134023702005e-05,1.2304824849707074e-05,The person who put the shirt in the sink was,Cameron,0.8478345992462887,3.100921730947448e-06,1.722928118397249e-06,The person who moved the shirt to the basket was,Helen,-0.7466234268466437,2.2402789454645244e-06,3.758877255677362e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,4.582092462911797,0.0016088713891804218,6.7169799876865e-05,"At the end of the story, the football was in the",garage,0.11805429958552142,0.00013859440514352173,0.00012770497414749116,The person who put the football in the shed was,Paula,-4.347982778898082,3.3255582820856944e-05,0.0006772325141355395,The person who moved the football to the garage was,Tim,4.7454800407362905,0.0001968032302102074,7.336693670367822e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,2.9148707854962854,8.393679308937863e-05,1.1129837730550207e-05,"At the end of the story, the keys were in the",study,1.748455336967219,8.55276666698046e-05,2.5454766728216782e-05,The person who put the keys in the hall was,Ed,-0.03881160031555506,2.776406836346723e-05,2.8521119020297192e-05,The person who moved the keys to the study was,Seana,2.243974584028206,0.00011665000056382269,2.4625274818390608e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,4.5274102226110085,0.00010448264220030978,4.530622391030192e-06,"At the end of the story, the stapler was in the",cabinet,-3.2628479765724743,7.795292731316295e-06,7.482514047296718e-05,The person who put the stapler in the drawer was,Laura,0.8136540647870719,0.00031432457035407424,0.00017883151303976774,The person who moved the stapler to the cabinet was,Ross,0.8904546472681978,0.0002612513490021229,0.0001409304968547076,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,0.6300245557352169,1.2738390068989247e-05,8.231107130995952e-06,"At the end of the story, the wine was in the",fridge,-0.8267576886050566,7.15975738785346e-06,1.2699223589152098e-05,The person who put the wine in the garage was,David,4.027339679330346,4.755542249768041e-06,2.916419532539294e-07,The person who moved the wine to the fridge was,Marta,-4.71422612385308,2.617691734485561e-07,6.871348432468949e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,4.493687899089737,0.00013001971819903702,5.7713095884537324e-06,"At the end of the story, the painting was in the",bedroom,-0.3339407836373782,1.3751971891906578e-05,1.733369572320953e-05,The person who put the painting in the hall was,Sarah,-1.6066549332899707,4.477128095459193e-05,0.00013634865172207355,The person who moved the painting to the bedroom was,James,5.260192544226926,0.000883560860529542,2.305476664332673e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,0.6919427585192635,7.171299785113661e-06,4.439175881998381e-06,"At the end of the story, the grater was in the",drawer,1.837298978367881,1.3792333447781857e-05,3.859718617604813e-06,The person who put the grater in the cupboard was,Lisa,-1.3022788576362605,3.20114559144713e-05,7.89460536907427e-05,The person who moved the grater to the drawer was,Robert,2.331051523352738,0.00012049332144670188,2.3946748115122318e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,-1.406051673786054,4.526906195678748e-05,0.00011996794637525454,"At the end of the story, the shovel was in the",van,4.264755506871296,0.0001377120497636497,7.163951067923335e-06,The person who put the shovel in the toolbox was,John,-0.5268364106987511,9.139291796600446e-05,0.000131675842567347,The person who moved the shovel to the van was,Karen,1.2412180514668283,0.00013246557500679046,5.6034972658380866e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,11931,100B
