item,item_id,condition,knowledge_cue,first_mention,recent_mention,passage_hr,passage,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4113526049186476e-05,1.4721331353939604e-05,-0.06082968207882815,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.496516870247433e-05,1.4645573173766024e-05,0.03114388635135253,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00010497223411221057,1.8227622078370587e-08,12.491593791076049,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.6480983688893502e-08,0.00010820994066307321,-12.680743063190805,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4113526049186476e-05,1.4721331353939604e-05,-0.06082968207882815,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.496516870247433e-05,1.4645573173766024e-05,0.03114388635135253,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00010497223411221057,1.8227622078370587e-08,12.491593791076049,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.6480983688893502e-08,0.00010820994066307321,-12.680743063190805,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.3876626326236874e-05,1.6210151443374343e-05,-0.22424070556329476,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.568665356899146e-05,1.4357687177835032e-05,0.12771424532687356,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.0001062524679582566,2.05702708200306e-08,12.334647943164828,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.876663269229084e-08,0.00010726212349254638,-12.480683289878527,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.3876626326236874e-05,1.6210151443374343e-05,-0.22424070556329476,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.568665356899146e-05,1.4357687177835032e-05,0.12771424532687356,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.0001062524679582566,2.05702708200306e-08,12.334647943164828,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.876663269229084e-08,0.00010726212349254638,-12.480683289878527,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4481835933111142e-05,1.560275995871052e-05,-0.10755673722262477,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.5826912203920074e-05,1.5122568584047258e-05,0.065676612640594,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00010958608618238941,2.063798199003486e-08,12.374475105827766,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.8652759337101088e-08,0.0001121772438636981,-12.554103355046523,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4481835933111142e-05,1.560275995871052e-05,-0.10755673722262477,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.5826912203920074e-05,1.5122568584047258e-05,0.065676612640594,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00010958608618238941,2.063798199003486e-08,12.374475105827766,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.8652759337101088e-08,0.0001121772438636981,-12.554103355046523,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4270524843595922e-05,1.6263558791251853e-05,-0.18860458697253857,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.6162037354661152e-05,1.4639595974585973e-05,0.14273333436258534,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00011602126323850825,2.1807659678074742e-08,12.377266658833415,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.9994359945485485e-08,0.00011750112025765702,-12.520793792394338,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4270524843595922e-05,1.6263558791251853e-05,-0.18860458697253857,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.6162037354661152e-05,1.4639595974585973e-05,0.14273333436258534,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00011602126323850825,2.1807659678074742e-08,12.377266658833415,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.9994359945485485e-08,0.00011750112025765702,-12.520793792394338,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,1.4295847904577386e-05,1.4771620953979436e-05,-0.0472319574184886,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,1.5057349628477823e-05,1.4734139767824672e-05,0.031305018208974605,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.00010927268886007369,1.8372999122107103e-08,12.538058100261205,True,EleutherAI/pythia-12b,Pythia 12B,,,128,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,1.6506811917338382e-08,0.00011285315122222528,-12.73909757452528,False,EleutherAI/pythia-12b,Pythia 12B,,,128,
