item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6626118421554565,0.00249140290543437,8.055061826544584,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.013167260214686394,0.12403569370508194,-3.235728251844906,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.935891800210811e-05,2.110458353854483e-06,4.221062295091173,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6342410112411017e-06,6.367252353811637e-05,-4.130944941022076,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6626118421554565,0.00249140290543437,8.055061826544584,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.013167260214686394,0.12403569370508194,-3.235728251844906,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.935891800210811e-05,2.110458353854483e-06,4.221062295091173,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6342410112411017e-06,6.367252353811637e-05,-4.130944941022076,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6523216962814331,0.0024425857700407505,8.061030580750652,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.016505122184753418,0.11191321909427643,-2.761394732539938,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,3,The person who put the wine in the garage was,David,Marta,5.018518277211115e-05,1.9622805211838568e-06,4.6766582654589515,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.989568540418986e-06,8.282648195745423e-05,-4.37578747473056,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6523216962814331,0.0024425857700407505,8.061030580750652,True,EleutherAI/pythia-14m,Pythia 14m,,,53000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.016505122184753418,0.11191321909427643,-2.761394732539938,False,EleutherAI/pythia-14m,Pythia 14m,,,53000,
