start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,2.3418367371778213,9.460181900067255e-05,1.866106322268024e-05,"At the end of the story, the book was in the",basket,0.9895083137957663,6.803251017117873e-05,3.4264532587258145e-05,The person who put the book in the box was,Sean,0.3913925812083597,0.00014276467845775187,0.00010884283983614296,The person who moved the book to the basket was,Anna,1.2470228489908275,0.00017795008898247033,7.49733517295681e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,0.14608757944069184,4.169601743342355e-05,3.768060196307488e-05,"At the end of the story, the jam was in the",fridge,2.4528578346898184,5.0887229008367285e-05,9.29447833186714e-06,The person who put the jam in the cupboard was,Mary,-0.5769551264443832,7.259725680341944e-05,0.00010829315579030663,The person who moved the jam to the fridge was,James,2.3861918222190948,0.00033418601378798485,6.392532668542117e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,3.853308512153506,1.014164536172757e-05,7.016927270342421e-07,"At the end of the story, the shirt was in the",basket,0.8112367896221814,1.5736581190139987e-05,8.968168913270347e-06,The person who put the shirt in the sink was,Cameron,0.47737981833438914,1.388413920722087e-06,9.972712859962485e-07,The person who moved the shirt to the basket was,Helen,-0.27508971943563376,8.735605661058798e-07,1.0570688573352527e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,7.750203455974813,0.004058056976646185,1.884839730337262e-05,"At the end of the story, the football was in the",garage,-1.1736261640632497,0.00010142791143152863,0.00022879902098793536,The person who put the football in the shed was,Paula,-4.210319624893585,2.3282145775738172e-05,0.000430978398071602,The person who moved the football to the garage was,Tim,4.983824512535737,0.0007517586345784366,2.3757336748531088e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,6.0993632206867,0.0002243661438114941,3.272397407272365e-06,"At the end of the story, the keys were in the",study,1.2557815652139834,0.00015157200687099248,6.347330054268241e-05,The person who put the keys in the hall was,Ed,-0.13865778678817278,3.848242340609431e-05,4.236454697092995e-05,The person who moved the keys to the study was,Seana,2.9971252129112402,0.00013147985737305135,1.646776399866212e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,4.692791427148288,3.182343425578438e-05,1.230484258485376e-06,"At the end of the story, the stapler was in the",cabinet,-3.28343227106512,6.339208539429819e-06,6.172294524731115e-05,The person who put the stapler in the drawer was,Laura,-0.33401518074217135,3.1927276722854e-05,4.0244864067062736e-05,The person who moved the stapler to the cabinet was,Ross,2.0210561801929683,3.808530527749099e-05,9.383371434523724e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,1.1966539308527997,1.554544360260479e-05,6.782259333704133e-06,"At the end of the story, the wine was in the",fridge,-1.187617085021871,1.563669320603367e-05,3.5616667446447536e-05,The person who put the wine in the garage was,David,5.49597390928662,2.1150432075955905e-05,4.6866901470821176e-07,The person who moved the wine to the fridge was,Marta,-5.469821537963476,3.820024971901148e-07,1.6929594494285993e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,3.844046065814799,0.00012156987941125408,8.465503924526274e-06,"At the end of the story, the painting was in the",bedroom,-1.1195135956888027,8.56200040288968e-06,1.8602975615067407e-05,The person who put the painting in the hall was,Sarah,-0.5201499059659128,9.53698909142986e-05,0.00013677036622539163,The person who moved the painting to the bedroom was,James,3.4389443962280786,0.00038793880958110094,3.5771554394159466e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,0.5148542594068515,2.3334472643909976e-05,1.633094871067442e-05,"At the end of the story, the grater was in the",drawer,1.781254558543924,3.0419467293540947e-05,8.849944606481586e-06,The person who put the grater in the cupboard was,Lisa,-0.15572553537671974,6.451542139984667e-05,7.186899892985821e-05,The person who moved the grater to the drawer was,Robert,0.8801329819398176,0.00014961053966544569,8.128600165946409e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,-0.2858131606964252,7.858293975004926e-05,9.58002419793047e-05,"At the end of the story, the shovel was in the",van,4.325729572029517,0.00019115906616207212,9.532801414025016e-06,The person who put the shovel in the toolbox was,John,-1.4482162257806779,5.3394447604659945e-05,0.00014569767517969012,The person who moved the shovel to the van was,Karen,1.699001611280762,0.00024372189363930374,7.506614201702178e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient2,8000,68B
