start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,5.035025976747022,9.149983816314489e-05,2.7907856292586075e-06,"At the end of the story, the book was in the",basket,-1.3556967497977235,1.5775331121403724e-05,4.037233520648442e-05,The person who put the book in the box was,Sean,0.573136953358495,0.0001454107550671324,9.773837518878281e-05,The person who moved the book to the basket was,Anna,-0.11353196868484108,0.0001345378695987165,0.00014555297093465924,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,1.0530470513055634,1.203098872792907e-05,5.7983252190751955e-06,"At the end of the story, the jam was in the",fridge,1.9206389419169514,2.1379184545367025e-05,5.6470444178557955e-06,The person who put the jam in the cupboard was,Mary,-0.8212613196426278,0.00013340014265850186,0.00023571139900013804,The person who moved the jam to the fridge was,James,1.8699371388056896,0.0007330917287617922,0.00020056315406691283,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,1.1257597589668695,5.064097422291525e-06,2.3206764581118478e-06,"At the end of the story, the shirt was in the",basket,1.0112567340795824,1.1098644790763501e-05,5.506191882886924e-06,The person who put the shirt in the sink was,Cameron,0.2409298460275065,2.6320617507735733e-06,2.2272499791142764e-06,The person who moved the shirt to the basket was,Helen,-0.08592260317488055,2.1457569800986676e-06,2.277434077768703e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,5.418333975486175,0.00032217372790910304,7.533712960139383e-06,"At the end of the story, the football was in the",garage,1.0481723130022877,5.222112304181792e-05,2.5253111743950285e-05,The person who put the football in the shed was,Paula,-4.308971803294906,4.065201210323721e-05,0.0008057713275775313,The person who moved the football to the garage was,Tim,3.8756345105658068,0.00018500564328860492,1.2603835784830153e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,4.57716278435941,9.421781578566879e-05,3.947023742512101e-06,"At the end of the story, the keys were in the",study,0.33470028310045086,6.428124470403418e-05,5.0971739256056026e-05,The person who put the keys in the hall was,Ed,-0.3925455635551328,0.00011932998313568532,0.00015664537204429507,The person who moved the keys to the study was,Seana,0.6418729925385377,0.0004994326154701412,0.0003200765640940517,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,5.5232958200954805,4.817666922463104e-05,1.0475121143826982e-06,"At the end of the story, the stapler was in the",cabinet,-4.2776117308601425,4.117396201763768e-06,7.985683623701334e-05,The person who put the stapler in the drawer was,Laura,-1.075924855886381,8.406439883401617e-05,0.00017721389303915203,The person who moved the stapler to the cabinet was,Ross,1.787726778247605,0.00017968406609725207,5.204154513194226e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,1.7203190176480758,6.226701316336403e-06,1.8896893152486882e-06,"At the end of the story, the wine was in the",fridge,-1.2538389672189267,1.4708419257658534e-05,3.507592555251904e-05,The person who put the wine in the garage was,David,4.185785390842411,0.00013252395729068667,7.281945727299899e-06,The person who moved the wine to the fridge was,Marta,-3.9700303743936143,2.32085458264919e-05,0.00036370239104144275,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,5.671570936948134,0.00011829649156425148,2.320913154107984e-06,"At the end of the story, the painting was in the",bedroom,-2.177993740945533,6.7836372181773186e-06,3.069757440243848e-05,The person who put the painting in the hall was,Sarah,-0.6812865278148772,9.41528778639622e-05,0.0001509806461399421,The person who moved the painting to the bedroom was,James,3.528235860224642,0.0007206590962596238,6.24633175903e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,2.031325533162401,6.440301149268635e-06,1.575492206029594e-06,"At the end of the story, the grater was in the",drawer,1.3698843829769722,1.1722605449904222e-05,4.5357369344856124e-06,The person who put the grater in the cupboard was,Lisa,-0.3724264780563256,9.683774987934157e-05,0.00012535920541267842,The person who moved the grater to the drawer was,Robert,1.121606300468021,0.0002133695234078914,9.806075831875205e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,-0.1916039679906723,9.746610885486007e-05,0.00011130948405480012,"At the end of the story, the shovel was in the",van,4.3085451460531266,0.0005173960817046463,2.6110898033948615e-05,The person who put the shovel in the toolbox was,John,1.4840437985505575,0.00019546043768059462,6.987425149418414e-05,The person who moved the shovel to the van was,Karen,-0.36809794681732305,0.00010786241909954697,0.0001392126432619989,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
suitcase,backpack,"Patrick and Nicole are sitting at the train station, waiting for their train. Patrick takes out the ticket to check it and puts it away in the suitcase, then grabs his camera from the backpack. Then he gets up to take photos of the trains. After he's done, he comes back to sit at the table with Nicole. Patrick watches Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick wants to check the ticket one more time.","At the start of the story, Patrick put the ticket in the",suitcase,-2.033906812313218,1.1977902431681287e-05,4.905098467133939e-05,"At the end of the story, the ticket was in the",backpack,1.507265602491153,3.6671364796347916e-05,1.2900154615635984e-05,The person who put the ticket in the suitcase was,Patrick,0.8728710118782748,4.247807009960525e-05,2.319553641427774e-05,The person who moved the ticket to the backpack was,Nicole,-0.9132002265208654,4.6876026317477226e-05,8.827778947306797e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
stable,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again.","At the start of the story, Hannah put the saddle in the",stable,5.356599799317357,0.00037053742562420666,9.043465070135426e-06,"At the end of the story, the saddle was in the",hut,-2.4591743948496614,2.520537600503303e-05,0.0001386048534186557,The person who put the saddle in the stable was,Hannah,-0.6106800770848498,7.343704783124849e-05,0.00011213681864319369,The person who moved the saddle to the hut was,Martin,2.4820757495538386,0.0002939956611953676,5.262131162453443e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,35773,300B
