item,item_id,condition,knowledge_cue,first_mention,recent_mention,passage_hr,passage,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.5327646136283875,0.2351718246936798,1.179783036291983,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6799835562705994,0.08126382529735565,3.0648146761067663,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.08509624749422073,0.20246265828609467,-1.2504884257906892,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.46887433528900146,0.07376153767108917,2.66826067625791,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.5327646136283875,0.2351718246936798,1.179783036291983,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6799835562705994,0.08126382529735565,3.0648146761067663,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.08509624749422073,0.20246265828609467,-1.2504884257906892,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.46887433528900146,0.07376153767108917,2.66826067625791,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.36473947763442993,0.3435879647731781,0.08618685592491399,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6704019904136658,0.08154909312725067,3.0392856938424084,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.08353009819984436,0.15086543560028076,-0.8528942722769043,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.4246610701084137,0.10440804064273834,2.0240790381656053,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.36473947763442993,0.3435879647731781,0.08618685592491399,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6704019904136658,0.08154909312725067,3.0392856938424084,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.08353009819984436,0.15086543560028076,-0.8528942722769043,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.4246610701084137,0.10440804064273834,2.0240790381656053,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.33585479855537415,0.2898169159889221,0.21269583733951447,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6265470385551453,0.09501922130584717,2.7211315363307107,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,,
