start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,3.0693853923367103,0.0001899697963381186,2.2631194951827638e-05,"At the end of the story, the book was in the",basket,0.4242453683961534,0.00019736164540518075,0.0001470795104978606,The person who put the book in the box was,Sean,-1.5282888940421022,0.0001598586532054469,0.00046110193943604827,The person who moved the book to the basket was,Anna,0.6920560143717631,0.00041200261330232024,0.0002550177159719169,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,0.34425433521007676,4.486493344302289e-05,3.5340781323611736e-05,"At the end of the story, the jam was in the",fridge,1.7557308121511375,0.00017977849347516894,5.323657387634739e-05,The person who put the jam in the cupboard was,Mary,-1.0384944652559338,0.001296943286433816,0.0026640291325747967,The person who moved the jam to the fridge was,James,1.8285925202114568,0.002745221834629774,0.0007728874334134161,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,1.3302169564964732,1.0125737389898859e-05,4.027091108582681e-06,"At the end of the story, the shirt was in the",basket,2.0599805302752974,4.095897384104319e-05,9.822751053434331e-06,The person who put the shirt in the sink was,Cameron,-0.2818149842100509,2.6838465601031203e-06,3.2628149710944854e-06,The person who moved the shirt to the basket was,Helen,0.17232806668486128,4.016049388155807e-06,3.563880454748869e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,4.265056957729367,0.00028707788442261517,1.4931026271369774e-05,"At the end of the story, the football was in the",garage,-0.6771313175486524,9.890454384731129e-05,0.0001581441320013255,The person who put the football in the shed was,Paula,-3.288458195859185,0.00015755253843963146,0.0015393946086987853,The person who moved the football to the garage was,Tim,3.6447727024052976,0.0012346903095021844,9.871249494608492e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,6.756222768607386,0.0001944297255249694,1.7986097873290419e-06,"At the end of the story, the keys were in the",study,-1.3511452266191593,9.35946882236749e-05,0.0002387736749369651,The person who put the keys in the hall was,Ed,-0.2534068524340828,0.00040361902210861444,0.00048112141666933894,The person who moved the keys to the study was,Seana,1.078499258333239,0.0008551552891731262,0.0004049341077916324,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,2.8816435588945017,1.6560430594836362e-05,2.247038310088101e-06,"At the end of the story, the stapler was in the",cabinet,-0.6997863775024465,5.172404053155333e-05,8.401351078646258e-05,The person who put the stapler in the drawer was,Laura,0.8327166509683136,0.004014588892459869,0.002254075137898326,The person who moved the stapler to the cabinet was,Ross,2.2679386365509058,0.0009721806854940951,0.00020185031462460756,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,1.50853676697301,1.5821948181837797e-05,5.560900717682671e-06,"At the end of the story, the wine was in the",fridge,-2.514961536580559,1.686096948105842e-05,9.637433686293662e-05,The person who put the wine in the garage was,David,4.940355866513476,9.88415558822453e-05,3.219172640456236e-06,The person who moved the wine to the fridge was,Marta,-5.380065870347769,1.0724882031354355e-06,4.466360041988082e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,4.777434415558128,0.0002077031385852024,7.573419225082034e-06,"At the end of the story, the painting was in the",bedroom,-1.8422947236704275,1.5139884453674313e-05,5.428858639788814e-05,The person who put the painting in the hall was,Sarah,0.31946596035766983,0.00041509384755045176,0.0003326422884128988,The person who moved the painting to the bedroom was,James,1.670415970070834,0.001263985177502036,0.0003970970574300736,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,2.4127280619020235,9.657150803832337e-05,1.813616654544603e-05,"At the end of the story, the grater was in the",drawer,0.7752303723350574,3.9688238757662475e-05,2.318965198355727e-05,The person who put the grater in the cupboard was,Lisa,-2.713003440356286,9.889652574202046e-05,0.0006484499317593873,The person who moved the grater to the drawer was,Robert,2.615958537518339,0.0005462641711346805,8.910882752388716e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,1.7036998707551936,0.00024088563804980367,7.395135617116466e-05,"At the end of the story, the shovel was in the",van,4.333928399288234,0.00024235277669504285,1.2017262633889914e-05,The person who put the shovel in the toolbox was,John,-1.1814197348146362,0.0006231962470337749,0.001413408201187849,The person who moved the shovel to the van was,Karen,0.7478707923391381,0.0010870995465666056,0.0006473479443229735,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient3,1000,9B
