start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,4.0063701451998766,4.140595410717651e-05,2.5764707061171066e-06,"At the end of the story, the book was in the",basket,-1.3361442728341997,8.82329732121434e-06,2.2276677555055358e-05,The person who put the book in the box was,Sean,-1.8747871076384273,6.77427578921197e-06,2.484448668838013e-05,The person who moved the book to the basket was,Anna,1.5337689374200114,2.2385995180229656e-05,7.731538971711416e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,0.5918968392898354,3.6162252854410326e-06,2.399257027718704e-06,"At the end of the story, the jam was in the",fridge,2.091961183750253,3.1765382573212264e-06,7.45093927889684e-07,The person who put the jam in the cupboard was,Mary,-1.0577291112394689,2.5827230274444446e-05,5.3763313189847395e-05,The person who moved the jam to the fridge was,James,0.6852642210700886,4.7096309572225437e-05,2.9288814403116703e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,0.8014776555653285,8.400826118304394e-06,4.820068170374725e-06,"At the end of the story, the shirt was in the",basket,1.4604766224432617,1.7296722944593057e-05,6.285163181019016e-06,The person who put the shirt in the sink was,Cameron,-0.1315420290260265,1.1757250604205183e-06,1.2879644373242627e-06,The person who moved the shirt to the basket was,Helen,0.036391494447363594,1.3727396890317323e-06,1.3385458714765264e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,4.877126763175547,5.029792373534292e-05,1.7115461332650739e-06,"At the end of the story, the football was in the",garage,-2.4813188983045515,3.6595570236386266e-06,2.043524909822736e-05,The person who put the football in the shed was,Paula,-5.719398650415112,1.5562939097435446e-06,8.199779404094443e-05,The person who moved the football to the garage was,Tim,4.803720342614089,5.5948999943211675e-05,2.0032189240737353e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,2.6199712426427815,5.9897054597968236e-05,9.743512237037066e-06,"At the end of the story, the keys were in the",study,2.512829003371865,2.8789972930098884e-05,5.0443400141375605e-06,The person who put the keys in the hall was,Ed,-2.170013813882941,8.668844202475157e-06,3.9012200431898236e-05,The person who moved the keys to the study was,Seana,1.8040992734440497,4.0638562495587394e-05,1.1637249372142833e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,5.918924521574977,8.505208097631112e-05,1.4057598036743002e-06,"At the end of the story, the stapler was in the",cabinet,-4.944476508228157,1.8702867237152532e-06,5.7589582866057754e-05,The person who put the stapler in the drawer was,Laura,-5.297851149646656,3.6521832953440025e-06,0.00014366953109856695,The person who moved the stapler to the cabinet was,Ross,5.387835390748062,0.00010477590694790706,2.5024266960826935e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,1.4217021301086556,6.444196515076328e-06,2.405435907348874e-06,"At the end of the story, the wine was in the",fridge,-1.4028074583649484,2.9587790777441114e-06,7.82347433414543e-06,The person who put the wine in the garage was,David,3.7305513728411195,8.23520531412214e-06,6.203925408954092e-07,The person who moved the wine to the fridge was,Marta,-4.4511684324816825,5.594787353402353e-07,1.2238235285622068e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,6.462088539890456,6.745398422935978e-05,7.651121904928004e-07,"At the end of the story, the painting was in the",bedroom,-0.5243889129027889,6.3038683038030285e-06,9.067006430996116e-06,The person who put the painting in the hall was,Sarah,-0.7207408171671564,7.439241926476825e-06,1.226007952936925e-05,The person who moved the painting to the bedroom was,James,0.7069257752060376,8.768023690208793e-05,5.371503357309848e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,-2.3155496786806093,4.8887413868214935e-06,2.4335875423275866e-05,"At the end of the story, the grater was in the",drawer,4.218690427583465,4.703010563389398e-05,2.5259432732127607e-06,The person who put the grater in the cupboard was,Lisa,-0.79804211864537,1.0358598956372589e-05,1.801090911612846e-05,The person who moved the grater to the drawer was,Robert,0.3184596163871222,1.280695778405061e-05,1.0270227903674822e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,0.8234088005526299,2.4032473447732627e-05,1.3580874110630248e-05,"At the end of the story, the shovel was in the",van,2.362587820021936,4.75046836072579e-05,9.236908226739615e-06,The person who put the shovel in the toolbox was,John,-0.02058842621398189,6.238018158910563e-06,6.327677965600742e-06,The person who moved the shovel to the van was,Karen,-0.9947792570710262,4.774200533574913e-06,9.51391029957449e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,131500,1104B
