start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,5.628264343547011,0.0005858053336851299,1.1843414540635422e-05,"At the end of the story, the book was in the",basket,-1.0425369114169618,6.289579323492944e-05,0.00012955568672623485,The person who put the book in the box was,Sean,-0.06800249964743489,0.0005020718090236187,0.0005263039493001997,The person who moved the book to the basket was,Anna,0.559094115073007,0.0007147879805415869,0.0004851467674598098,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,-0.05169378824722993,9.570750989951193e-06,9.919902367983013e-06,"At the end of the story, the jam was in the",fridge,1.093623964736639,9.133855201071128e-05,4.2799678340088576e-05,The person who put the jam in the cupboard was,Mary,-1.4272097688876648,0.000469426391646266,0.0012624100781977177,The person who moved the jam to the fridge was,James,2.457753845965611,0.0021930672228336334,0.0003992034762632102,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,2.514746772961551,2.5410405214643106e-05,4.4462858568294905e-06,"At the end of the story, the shirt was in the",basket,-1.0585574275951215,2.951824717456475e-05,6.148201646283269e-05,The person who put the shirt in the sink was,Cameron,-0.4243004786132607,2.169324488932034e-06,2.911063575083972e-06,The person who moved the shirt to the basket was,Helen,0.40677755136352967,2.45917726715561e-06,1.8549729929873138e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,3.7674794543222467,0.0004118189972359687,3.0240018531912938e-05,"At the end of the story, the football was in the",garage,-0.9169976643691842,0.00011723796342266724,0.0002213665866293013,The person who put the football in the shed was,Paula,-2.9856126968409287,6.150494300527498e-05,0.00048715705634094775,The person who moved the football to the garage was,Tim,4.485121868409556,0.0003229175345040858,1.441900894860737e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,2.901285466789482,0.00010637474770192057,1.4238511539588217e-05,"At the end of the story, the keys were in the",study,-0.03401963167442093,0.00012618802429642528,0.0001291989756282419,The person who put the keys in the hall was,Ed,-1.9644064906103313,0.00015045930922497064,0.0005871706525795162,The person who moved the keys to the study was,Seana,3.5526401908750627,0.0010655440855771303,9.080717427423224e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,4.069556612323483,7.00985110597685e-05,4.17493947679759e-06,"At the end of the story, the stapler was in the",cabinet,-2.633685883515732,2.6325604267185554e-05,0.00016337921260856092,The person who put the stapler in the drawer was,Laura,1.10992501263597,0.0003411986690480262,0.00015808352327439934,The person who moved the stapler to the cabinet was,Ross,0.9527246689356386,0.0002024761342909187,0.00010461046622367576,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,1.3538296337180866,1.10028686322039e-05,4.30489535574452e-06,"At the end of the story, the wine was in the",fridge,-1.171786602036216,7.234092481667176e-05,0.00016297724505420774,The person who put the wine in the garage was,David,4.721824978982841,6.339474566630088e-06,2.40238335891263e-07,The person who moved the wine to the fridge was,Marta,-4.6650611013960335,2.277013635421099e-07,5.776821581093827e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,4.691084055285646,0.00019242735288571566,7.449202712450642e-06,"At the end of the story, the painting was in the",bedroom,-2.0651882212653785,2.9704573535127565e-05,0.00012431024515535682,The person who put the painting in the hall was,Sarah,2.187491372501775,0.0002404128754278645,5.277851960272528e-05,The person who moved the painting to the bedroom was,James,2.558960869519256,0.0008365597459487617,0.00014196228585205972,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,1.8818163723511394,2.780752765829675e-05,7.545346761617111e-06,"At the end of the story, the grater was in the",drawer,1.7501463839175793,4.914097371511161e-05,1.4608216588385403e-05,The person who put the grater in the cupboard was,Lisa,-2.0123564188583374,8.7774868006818e-05,0.00035411948920227587,The person who moved the grater to the drawer was,Robert,2.680682598765131,0.0005502166459336877,8.581591828260571e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,1.575151816938261,0.0001573292538523674,5.280092591419816e-05,"At the end of the story, the shovel was in the",van,2.8486587923683833,0.00015986264043021947,2.2192960386746563e-05,The person who put the shovel in the toolbox was,John,-1.1545799052572028,0.00014095295045990497,0.0003137887397315353,The person who moved the shovel to the van was,Karen,1.9151286565152683,0.0002689214306883514,7.130405720090494e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
suitcase,backpack,"Patrick and Nicole are sitting at the train station, waiting for their train. Patrick takes out the ticket to check it and puts it away in the suitcase, then grabs his camera from the backpack. Then he gets up to take photos of the trains. After he's done, he comes back to sit at the table with Nicole. Patrick watches Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick wants to check the ticket one more time.","At the start of the story, Patrick put the ticket in the",suitcase,1.0753181954189468,4.668185283662751e-06,2.215363792856806e-06,"At the end of the story, the ticket was in the",backpack,1.9436448109955722,2.6989762773155235e-05,7.01622775522992e-06,The person who put the ticket in the suitcase was,Patrick,-0.5273702352575772,4.729137071990408e-05,6.816103268647566e-05,The person who moved the ticket to the backpack was,Nicole,0.6182500894595763,0.00011941729462705553,7.779566658427939e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
stable,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again.","At the start of the story, Hannah put the saddle in the",stable,5.47053761681965,0.0007819047896191478,1.7634289179113694e-05,"At the end of the story, the saddle was in the",hut,-3.612184702644722,0.00013112672604620457,0.001603493350557983,The person who put the saddle in the stable was,Hannah,-1.4253116323031625,0.0003607292310334742,0.0009688195423223078,The person who moved the saddle to the hut was,Martin,3.8784970720689316,0.0033573564141988754,0.00022827244538348168,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient4,1000,9B
