item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.23892156779766083,0.017616497352719307,3.761538083676572,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.020525941625237465,0.08520238846540451,-2.0534454668732667,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.1961406673653983e-05,1.9674580471473746e-06,3.480565686871807,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.5306210318376543e-06,3.205434768460691e-05,-3.6629566689640365,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.23892156779766083,0.017616497352719307,3.761538083676572,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.020525941625237465,0.08520238846540451,-2.0534454668732667,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.1961406673653983e-05,1.9674580471473746e-06,3.480565686871807,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.5306210318376543e-06,3.205434768460691e-05,-3.6629566689640365,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.21600092947483063,0.017094958573579788,3.6593946886835425,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.019157113507390022,0.0806150883436203,-2.073169686626386,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.8154476240160875e-05,2.009303443628596e-06,3.808596952122023,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.3751726985210553e-06,3.777955498662777e-05,-3.991501387463444,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.21600092947483063,0.017094958573579788,3.6593946886835425,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.019157113507390022,0.0806150883436203,-2.073169686626386,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.8154476240160875e-05,2.009303443628596e-06,3.808596952122023,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.3751726985210553e-06,3.777955498662777e-05,-3.991501387463444,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.11978738754987717,0.04542732611298561,1.3988437194500984,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.033696942031383514,0.053441546857357025,-0.6653440929939038,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.6201198124908842e-05,2.3251225229614647e-06,3.49425413809584,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.732748725975398e-06,3.6663324863184243e-05,-3.7459129081253306,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.11978738754987717,0.04542732611298561,1.3988437194500984,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.033696942031383514,0.053441546857357025,-0.6653440929939038,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.6201198124908842e-05,2.3251225229614647e-06,3.49425413809584,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.732748725975398e-06,3.6663324863184243e-05,-3.7459129081253306,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.13761775195598602,0.03594358265399933,1.936860461160759,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.026937443763017654,0.059139225631952286,-1.1345024006492492,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,3.1583251256961375e-05,2.4121184196701506e-06,3.7107870521528796,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.6622344648785656e-06,4.0554201405029744e-05,-3.9291418438934214,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.13761775195598602,0.03594358265399933,1.936860461160759,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.026937443763017654,0.059139225631952286,-1.1345024006492492,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,3.1583251256961375e-05,2.4121184196701506e-06,3.7107870521528796,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.6622344648785656e-06,4.0554201405029744e-05,-3.9291418438934214,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.12290224432945251,0.04503144696354866,1.448506520507296,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.028053609654307365,0.0616573803126812,-1.1360871796273508,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.3762388082104735e-05,2.2310405256575905e-06,3.4128912072591406,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.7986347959085833e-06,3.463697066763416e-05,-3.629517616432596,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.12290224432945251,0.04503144696354866,1.448506520507296,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.028053609654307365,0.0616573803126812,-1.1360871796273508,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.3762388082104735e-05,2.2310405256575905e-06,3.4128912072591406,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.7986347959085833e-06,3.463697066763416e-05,-3.629517616432596,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.09851077944040298,0.044958606362342834,1.1316842833778893,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.02862953022122383,0.053129103034734726,-0.8919983588504995,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,3.055664637940936e-05,2.247111297037918e-06,3.765342728373955,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.6087288915732643e-06,4.132248068344779e-05,-3.985507938065346,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.09851077944040298,0.044958606362342834,1.1316842833778893,True,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.02862953022122383,0.053129103034734726,-0.8919983588504995,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,3.055664637940936e-05,2.247111297037918e-06,3.765342728373955,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,2.6087288915732643e-06,4.132248068344779e-05,-3.985507938065346,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.044294923543930054,0.10363195091485977,-1.2262555988589419,False,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.046245772391557693,0.02737630344927311,0.7563938296891037,True,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.9181139325373806e-05,2.6876477932091802e-06,3.440620216297101,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.0975199933891417e-06,4.025875750812702e-05,-3.700117147965111,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.044294923543930054,0.10363195091485977,-1.2262555988589419,False,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.046245772391557693,0.02737630344927311,0.7563938296891037,True,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,2.9181139325373806e-05,2.6876477932091802e-06,3.440620216297101,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.0975199933891417e-06,4.025875750812702e-05,-3.700117147965111,False,EleutherAI/pythia-14m,Pythia 14m
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.05477510020136833,0.08451690524816513,-0.6257197227649989,False,EleutherAI/pythia-14m,Pythia 14m
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03696068748831749,0.039633672684431076,-0.1007350700403277,False,EleutherAI/pythia-14m,Pythia 14m
7,,,3,The person who put the wine in the garage was,David,Marta,3.478564030956477e-05,2.7247103844274534e-06,3.674317081200991,True,EleutherAI/pythia-14m,Pythia 14m
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.0323635655804537e-06,4.41193078586366e-05,-3.862895517102954,False,EleutherAI/pythia-14m,Pythia 14m
