item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0029406955000013113,0.016870131716132164,-2.5202419273063086,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.006536424160003662,0.0014074326027184725,2.215435767450651,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.488640140858479e-05,7.997603006515419e-07,5.446953309642232,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,7.068125000841974e-07,3.36923185386695e-05,-5.574948346393966,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0029406955000013113,0.016870131716132164,-2.5202419273063086,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.006536424160003662,0.0014074326027184725,2.215435767450651,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.488640140858479e-05,7.997603006515419e-07,5.446953309642232,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,7.068125000841974e-07,3.36923185386695e-05,-5.574948346393966,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.003816495183855295,0.023082729429006577,-2.596493550409325,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.009273017756640911,0.00182105612475425,2.348263530789881,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.1010087695904076e-05,7.337977194765699e-07,5.401211374710646,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.449481020354142e-07,3.0804352718405426e-05,-5.577807337081851,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.003816495183855295,0.023082729429006577,-2.596493550409325,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.009273017756640911,0.00182105612475425,2.348263530789881,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.1010087695904076e-05,7.337977194765699e-07,5.401211374710646,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.449481020354142e-07,3.0804352718405426e-05,-5.577807337081851,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0028521488420665264,0.013572433032095432,-2.2505581882109302,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0050823623314499855,0.0013048354303464293,1.961631370221651,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.844867387670092e-05,8.342818205164804e-07,5.526255220608488,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,7.418331620101526e-07,3.6619152524508536e-05,-5.625359831294061,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0028521488420665264,0.013572433032095432,-2.2505581882109302,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0050823623314499855,0.0013048354303464293,1.961631370221651,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.844867387670092e-05,8.342818205164804e-07,5.526255220608488,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,7.418331620101526e-07,3.6619152524508536e-05,-5.625359831294061,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0029871186707168818,0.01487928070127964,-2.3164783263807864,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0051330141723155975,0.0012858383124694228,1.9970970012366625,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.589324114727788e-05,8.130723472277168e-07,5.464184664569039,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,7.283546779035532e-07,3.549419125192799e-05,-5.606797978679229,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0029871186707168818,0.01487928070127964,-2.3164783263807864,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0051330141723155975,0.0012858383124694228,1.9970970012366625,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.589324114727788e-05,8.130723472277168e-07,5.464184664569039,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,7.283546779035532e-07,3.549419125192799e-05,-5.606797978679229,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0027091961819678545,0.017933517694473267,-2.726721730595933,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.00700533390045166,0.0013056196039542556,2.4237191918094965,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.2347401429433376e-05,7.334331826314155e-07,5.462840471116263,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.543133963532455e-07,3.186941830790602e-05,-5.60604706793177,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0027091961819678545,0.017933517694473267,-2.726721730595933,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.00700533390045166,0.0013056196039542556,2.4237191918094965,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.2347401429433376e-05,7.334331826314155e-07,5.462840471116263,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.543133963532455e-07,3.186941830790602e-05,-5.60604706793177,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.003457580227404833,0.023061834275722504,-2.73767263338391,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.009979021735489368,0.001682617119513452,2.5681914641296153,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.9585631637019105e-05,7.01577619111049e-07,5.398150160552419,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.218437533789256e-07,2.9721744795097038e-05,-5.5788228712591375,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.003457580227404833,0.023061834275722504,-2.73767263338391,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.009979021735489368,0.001682617119513452,2.5681914641296153,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.9585631637019105e-05,7.01577619111049e-07,5.398150160552419,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.218437533789256e-07,2.9721744795097038e-05,-5.5788228712591375,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.002655444433912635,0.014677762985229492,-2.4666068600834046,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.005584713537245989,0.0012695530895143747,2.1371625547669426,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.580165503080934e-05,7.488038136216346e-07,5.579294688869648,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.719600378346513e-07,3.4939643228426576e-05,-5.700345629652631,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.002655444433912635,0.014677762985229492,-2.4666068600834046,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.005584713537245989,0.0012695530895143747,2.1371625547669426,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.580165503080934e-05,7.488038136216346e-07,5.579294688869648,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.719600378346513e-07,3.4939643228426576e-05,-5.700345629652631,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0027977570425719023,0.016507437452673912,-2.560773590222083,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.005709694232791662,0.0012382791610434651,2.205076891693081,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.385384479770437e-05,7.699747470724105e-07,5.458364750070059,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,6.955299909350288e-07,3.390644633327611e-05,-5.607303051624935,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.0027977570425719023,0.016507437452673912,-2.560773590222083,False,EleutherAI/pythia-14m,Pythia 14m,,,2000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.005709694232791662,0.0012382791610434651,2.205076891693081,True,EleutherAI/pythia-14m,Pythia 14m,,,2000,
