start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,3.336210225768779,3.470680530881509e-05,3.436491624597693e-06,"At the end of the story, the book was in the",basket,-1.123703117664301,9.997485904023051e-06,2.1785079297842458e-05,The person who put the book in the box was,Sean,-1.3571893421230827,1.8272814486408606e-05,4.6812318032607436e-05,The person who moved the book to the basket was,Anna,0.15439223085092685,2.6329997126595117e-05,2.365778709645383e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,3.2467807392344983,8.008338227227796e-06,8.436533107669675e-07,"At the end of the story, the jam was in the",fridge,-0.3559820497940987,4.788221758644795e-06,6.12823669143836e-06,The person who put the jam in the cupboard was,Mary,-0.9528967823991067,3.55037409462966e-05,6.872656376799569e-05,The person who moved the jam to the fridge was,James,0.9259159507164957,6.1011120124021545e-05,3.211297371308319e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,-2.5875697993630853,1.4209840628609527e-06,8.54132667882368e-06,"At the end of the story, the shirt was in the",basket,4.089428187072422,1.4605667274736334e-05,8.57987288327422e-07,The person who put the shirt in the sink was,Cameron,-0.6857747306300815,1.6329180425600498e-06,2.626655714266235e-06,The person who moved the shirt to the basket was,Helen,0.15596621473709268,2.2826873191661434e-06,2.0487827896431554e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,6.289378086863546,0.00013620025129057467,1.7413515251973877e-06,"At the end of the story, the football was in the",garage,-1.1717907224527377,1.0269287486153189e-05,2.3135797164286487e-05,The person who put the football in the shed was,Paula,-5.803421042959946,4.103707397007383e-06,0.000229181838221848,The person who moved the football to the garage was,Tim,5.905025629641656,0.0001338249712716788,2.2333013021125225e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,3.0464744432093696,7.455055310856551e-05,9.023409802466631e-06,"At the end of the story, the keys were in the",study,1.8560381425735593,2.53990656347014e-05,7.016080871835584e-06,The person who put the keys in the hall was,Ed,-2.6468199164064097,2.2565386643691454e-06,1.4132368960417807e-05,The person who moved the keys to the study was,Seana,2.425709293700574,1.8104661648976617e-05,3.3696062473609345e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,2.7825306199502804,1.0593541446723975e-05,1.5396286698887707e-06,"At the end of the story, the stapler was in the",cabinet,-3.0165799486420606,1.4944994290999603e-06,1.2094190424249973e-05,The person who put the stapler in the drawer was,Laura,-1.9003615863159597,6.772214874217752e-06,2.5281135094701312e-05,The person who moved the stapler to the cabinet was,Ross,2.0571946459439383,3.3554246329003945e-05,8.062508641160093e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,1.1534201913222526,5.291572961141355e-06,2.3788700218574377e-06,"At the end of the story, the wine was in the",fridge,-2.003055692610917,2.9984564662299817e-06,1.20192562462762e-05,The person who put the wine in the garage was,David,4.519825185218739,1.02192761914921e-05,4.454686859389767e-07,The person who moved the wine to the fridge was,Marta,-4.380715857850192,2.2798167265136726e-07,4.749269464809913e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,4.937020626680343,3.357501918799244e-05,1.0960363852063892e-06,"At the end of the story, the painting was in the",bedroom,1.9663272585930003,1.737996171868872e-05,4.447595983947394e-06,The person who put the painting in the hall was,Sarah,0.9910053177247008,9.400053386343643e-05,4.729421198135242e-05,The person who moved the painting to the bedroom was,James,0.5124993793250705,0.0004396034055389464,0.0003081650356762111,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,-1.4293657187087296,1.7224483599420637e-06,4.639040525944438e-06,"At the end of the story, the grater was in the",drawer,2.3133043435551275,1.0957714948744979e-05,2.204682232331834e-06,The person who put the grater in the cupboard was,Lisa,-0.7132340716388014,1.2910333680338226e-05,2.1166171791264787e-05,The person who moved the grater to the drawer was,Robert,1.0932578180719232,2.3947341105667874e-05,1.1224161426071078e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,0.17957471999506625,1.7691156244836748e-05,1.5620640624547377e-05,"At the end of the story, the shovel was in the",van,1.3634082754938797,2.209082231274806e-05,8.58588555274764e-06,The person who put the shovel in the toolbox was,John,0.3011966843880719,1.3139642760506831e-05,1.0663857210602146e-05,The person who moved the shovel to the van was,Karen,0.07122965689422697,1.463815806346247e-05,1.3932984984421637e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,289000,2425B
