item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.37573879957199097,0.5643789172172546,-0.5869339966543734,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6255549192428589,0.18393917381763458,1.7659077827219636,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10728661715984344,0.03152436390519142,1.7669309613481077,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.044475045055150986,0.06236563250422478,-0.48775516280910597,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.37573879957199097,0.5643789172172546,-0.5869339966543734,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6255549192428589,0.18393917381763458,1.7659077827219636,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10728661715984344,0.03152436390519142,1.7669309613481077,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.044475045055150986,0.06236563250422478,-0.48775516280910597,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.2369907945394516,0.7083839774131775,-1.5797005594099571,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.753643274307251,0.0899621993303299,3.0664909704726373,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.07414911687374115,0.07419746369123459,-0.0009403616321233853,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.14815473556518555,0.04343143850564957,1.7702930981972638,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.2369907945394516,0.7083839774131775,-1.5797005594099571,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.753643274307251,0.0899621993303299,3.0664909704726373,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.07414911687374115,0.07419746369123459,-0.0009403616321233853,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.14815473556518555,0.04343143850564957,1.7702930981972638,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6446428894996643,0.26883965730667114,1.2617542073572727,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.47736477851867676,0.2606924772262573,0.8727431719647495,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.08383805304765701,0.01615598052740097,2.3755369015877226,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.01948084495961666,0.04916869476437569,-1.3356838037399488,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6446428894996643,0.26883965730667114,1.2617542073572727,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.47736477851867676,0.2606924772262573,0.8727431719647495,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.08383805304765701,0.01615598052740097,2.3755369015877226,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.01948084495961666,0.04916869476437569,-1.3356838037399488,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.15931852161884308,0.7725769877433777,-2.2777647080507095,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6790367960929871,0.08173936605453491,3.0543867948828733,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05650728940963745,0.05717422068119049,-0.016927809565783325,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.08324906975030899,0.03257327899336815,1.3537451950454507,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.15931852161884308,0.7725769877433777,-2.2777647080507095,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6790367960929871,0.08173936605453491,3.0543867948828733,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05650728940963745,0.05717422068119049,-0.016927809565783325,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.08324906975030899,0.03257327899336815,1.3537451950454507,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6534416079521179,0.2934175729751587,1.155103043862993,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5403492450714111,0.25923168659210205,1.05965009535678,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10606030374765396,0.04260849580168724,1.3156717589691302,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.1033388152718544,0.07368619740009308,0.4879159392378243,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6534416079521179,0.2934175729751587,1.155103043862993,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5403492450714111,0.25923168659210205,1.05965009535678,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient2,1000,5B
