item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5180416107177734,0.23644128441810608,1.131586021467536,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6515165567398071,0.09102112054824829,2.839528589569393,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.031119877472519875,0.034441687166690826,-0.1463194365350947,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.10490193963050842,0.06798668205738068,0.6257172845527615,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5180416107177734,0.23644128441810608,1.131586021467536,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6515165567398071,0.09102112054824829,2.839528589569393,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.031119877472519875,0.034441687166690826,-0.1463194365350947,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.10490193963050842,0.06798668205738068,0.6257172845527615,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5198011994361877,0.20031635463237762,1.3756797494373094,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6238893866539001,0.10868591070175171,2.521125335747179,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05716060847043991,0.057957470417022705,-0.019973355220244328,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.157253697514534,0.11662856489419937,0.43117276018556255,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5198011994361877,0.20031635463237762,1.3756797494373094,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6238893866539001,0.10868591070175171,2.521125335747179,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05716060847043991,0.057957470417022705,-0.019973355220244328,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.157253697514534,0.11662856489419937,0.43117276018556255,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.4270709455013275,0.32182762026786804,0.40818760381971725,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6276246905326843,0.10850299149751663,2.5321672892818765,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.03270600736141205,0.04152047261595726,-0.3442672147381129,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.11735408753156662,0.06764612346887589,0.794788926344275,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.4270709455013275,0.32182762026786804,0.40818760381971725,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6276246905326843,0.10850299149751663,2.5321672892818765,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.03270600736141205,0.04152047261595726,-0.3442672147381129,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.11735408753156662,0.06764612346887589,0.794788926344275,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.47630631923675537,0.23846054077148438,0.9981391331119118,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5701236724853516,0.14383283257484436,1.9868818699138313,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.058839477598667145,0.06100495532155037,-0.05214199712557875,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.18439052999019623,0.113482765853405,0.7002913449336484,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.47630631923675537,0.23846054077148438,0.9981391331119118,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5701236724853516,0.14383283257484436,1.9868818699138313,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.058839477598667145,0.06100495532155037,-0.05214199712557875,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.18439052999019623,0.113482765853405,0.7002913449336484,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3283943235874176,0.40459582209587097,-0.30105223269935916,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.645282506942749,0.09713675081729889,2.7318417810324425,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,3,The person who put the wine in the garage was,David,Marta,0.034783195704221725,0.03658835217356682,-0.07299395634653143,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.09603460878133774,0.07207754254341125,0.4140045915623674,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3283943235874176,0.40459582209587097,-0.30105223269935916,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.645282506942749,0.09713675081729889,2.7318417810324425,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,30000,63B
