item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3440542221069336,0.4393313527107239,-0.35267351240588884,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.3163062036037445,0.13215358555316925,1.2591062829112425,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05351559817790985,0.059897419065237045,-0.162534384941125,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3365720510482788,0.021559245884418488,3.964536759799553,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3440542221069336,0.4393313527107239,-0.35267351240588884,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.3163062036037445,0.13215358555316925,1.2591062829112425,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05351559817790985,0.059897419065237045,-0.162534384941125,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3365720510482788,0.021559245884418488,3.964536759799553,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.30478599667549133,0.5236650705337524,-0.7808477574129972,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.44862720370292664,0.18308059871196747,1.293038189750671,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.08732249587774277,0.07578786462545395,0.20438650812019685,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.1920386254787445,0.09640824049711227,0.9941681437821476,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.30478599667549133,0.5236650705337524,-0.7808477574129972,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.44862720370292664,0.18308059871196747,1.293038189750671,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.08732249587774277,0.07578786462545395,0.20438650812019685,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.1920386254787445,0.09640824049711227,0.9941681437821476,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5390212535858154,0.3402693271636963,0.6636650509389327,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.23870202898979187,0.3742595613002777,-0.6488283441205954,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.0799105167388916,0.04697882756590843,0.7663746746451954,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.2553327977657318,0.02597784996032715,3.2970249282067376,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5390212535858154,0.3402693271636963,0.6636650509389327,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.23870202898979187,0.3742595613002777,-0.6488283441205954,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.0799105167388916,0.04697882756590843,0.7663746746451954,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.2553327977657318,0.02597784996032715,3.2970249282067376,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.39205771684646606,0.4418657720088959,-0.17254212419473308,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.2891029417514801,0.403754860162735,-0.4818963372669247,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.060178954154253006,0.04072939604520798,0.5631886128610444,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.15064729750156403,0.11971839517354965,0.3315299475731725,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.39205771684646606,0.4418657720088959,-0.17254212419473308,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.2891029417514801,0.403754860162735,-0.4818963372669247,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.060178954154253006,0.04072939604520798,0.5631886128610444,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.15064729750156403,0.11971839517354965,0.3315299475731725,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3677324950695038,0.45693278312683105,-0.3133252865024389,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.2912311255931854,0.14981693029403687,0.9589638861352641,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,3,The person who put the wine in the garage was,David,Marta,0.05009562522172928,0.0881488174200058,-0.8152565944237247,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3119293749332428,0.025701092556118965,3.6013178252659745,True,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3677324950695038,0.45693278312683105,-0.3133252865024389,False,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage2,ingredient1,10000,84B
