item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.446823388338089,0.28481945395469666,0.6496570139061306,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.13780610263347626,0.20674453675746918,-0.585209428499677,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.01655513606965542,0.19890835881233215,-3.5867531307781544,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.341983437538147,0.020046528428792953,4.092502132494126,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.446823388338089,0.28481945395469666,0.6496570139061306,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.13780610263347626,0.20674453675746918,-0.585209428499677,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.01655513606965542,0.19890835881233215,-3.5867531307781544,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.341983437538147,0.020046528428792953,4.092502132494126,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.28807222843170166,0.3271249532699585,-0.1834112288225028,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.27070730924606323,0.08785092830657959,1.6236044054849526,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.02700256183743477,0.2243013083934784,-3.0542698430334654,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.4627859592437744,0.02332635223865509,4.310312472006226,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.28807222843170166,0.3271249532699585,-0.1834112288225028,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.27070730924606323,0.08785092830657959,1.6236044054849526,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.02700256183743477,0.2243013083934784,-3.0542698430334654,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.4627859592437744,0.02332635223865509,4.310312472006226,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5835386514663696,0.19810858368873596,1.5585368269774778,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.07564593851566315,0.22326862812042236,-1.5614460193968374,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.036927446722984314,0.21261155605316162,-2.5254545949082488,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3355221748352051,0.039034683257341385,3.103579649799312,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5835386514663696,0.19810858368873596,1.5585368269774778,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.07564593851566315,0.22326862812042236,-1.5614460193968374,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.036927446722984314,0.21261155605316162,-2.5254545949082488,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3355221748352051,0.039034683257341385,3.103579649799312,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.3256651759147644,0.2718144357204437,0.260767379617926,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.20409303903579712,0.11199428141117096,0.8658019093889753,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
7,,,3,The person who put the wine in the garage was,David,Marta,0.040187690407037735,0.05044414475560188,-0.3279331520648664,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage2,ingredient1,4000,9B
