item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.8763570785522461,0.08990878611803055,3.2849848153922876,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.3791109621524811,0.42864903807640076,-0.17717673263314127,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10475326329469681,0.18147845566272736,-0.7928031001212358,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3421463966369629,0.0682300478219986,2.3261346209174527,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.8763570785522461,0.08990878611803055,3.2849848153922876,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.3791109621524811,0.42864903807640076,-0.17717673263314127,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10475326329469681,0.18147845566272736,-0.7928031001212358,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.3421463966369629,0.0682300478219986,2.3261346209174527,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.7277933359146118,0.19411645829677582,1.9066063979884877,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.2947174310684204,0.5099621415138245,-0.7910577572878901,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,388000,1628B
