item,item_id,condition,knowledge_cue,first_mention,recent_mention,passage_hr,passage,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.020833168178796768,0.7983706593513489,-5.260104544379895,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7948492765426636,0.06415224820375443,3.631109584692013,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.024099286645650864,0.1913285255432129,-2.988989636437884,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.35855546593666077,0.03832309693098068,3.225910254029642,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.020833168178796768,0.7983706593513489,-5.260104544379895,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7948492765426636,0.06415224820375443,3.631109584692013,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.024099286645650864,0.1913285255432129,-2.988989636437884,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.35855546593666077,0.03832309693098068,3.225910254029642,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.018220309168100357,0.7441127300262451,-5.351901855694912,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7397499084472656,0.05964474380016327,3.6325707018986395,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.026118215173482895,0.1546318680047989,-2.565709457523238,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.32569023966789246,0.046342939138412476,2.813079035397344,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.018220309168100357,0.7441127300262451,-5.351901855694912,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7397499084472656,0.05964474380016327,3.6325707018986395,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.026118215173482895,0.1546318680047989,-2.565709457523238,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.32569023966789246,0.046342939138412476,2.813079035397344,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.019941501319408417,0.8052663207054138,-5.335620061740344,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7831231951713562,0.06916605681180954,3.5011031643418518,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.02562405727803707,0.1753898561000824,-2.7749944768252623,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.34331661462783813,0.03804198279976845,3.173875328961726,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.019941501319408417,0.8052663207054138,-5.335620061740344,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7831231951713562,0.06916605681180954,3.5011031643418518,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.02562405727803707,0.1753898561000824,-2.7749944768252623,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.34331661462783813,0.03804198279976845,3.173875328961726,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.017034484073519707,0.7680116295814514,-5.494597999011778,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7282785773277283,0.07123512774705887,3.35382965894887,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.02939816564321518,0.1582159698009491,-2.428097184897474,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.3358628749847412,0.049290869385004044,2.768480001931497,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.017034484073519707,0.7680116295814514,-5.494597999011778,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7282785773277283,0.07123512774705887,3.35382965894887,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.02939816564321518,0.1582159698009491,-2.428097184897474,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.3358628749847412,0.049290869385004044,2.768480001931497,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.022491108626127243,0.8052135705947876,-5.161944805849928,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7778071165084839,0.0844637006521225,3.20300907151472,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.02544468268752098,0.19871406257152557,-2.965257867506958,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.3587101995944977,0.03875744342803955,3.2102734536215087,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.022491108626127243,0.8052135705947876,-5.161944805849928,False,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7778071165084839,0.0844637006521225,3.20300907151472,True,EleutherAI/pythia-1b,Pythia 1B,,,,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.02544468268752098,0.19871406257152557,-2.965257867506958,False,EleutherAI/pythia-1b,Pythia 1B,,,,
