start,end,passage,attn_check_1_q,attn_check_1_a,log_odds_1,correct_prob_q1,distractor_q1,attn_check_2_q,attn_check_2_a,log_odds_2,correct_prob_q2,distractor_q2,attn_check_3_q,attn_check_3_a,log_odds_3,correct_prob_q3,distractor_q3,attn_check_4_q,attn_check_4_a,log_odds_4,correct_prob_q4,distractor_q4,model_path,model_shorthand,stage,ingredient,step,tokens_seen
box,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","At the start of the story, Sean put the book in the",box,1.942274394172201,3.622471194830723e-05,9.425883945368696e-06,"At the end of the story, the book was in the",basket,-0.23784100251746493,2.4269518689834513e-05,2.861926259356551e-05,The person who put the book in the box was,Sean,-2.046078949598655,9.44029579841299e-06,3.898672366631217e-05,The person who moved the book to the basket was,Anna,1.8258353470060718,0.0001270555512746796,3.5839540942106396e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
cupboard,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.","At the start of the story, Mary put the jam in the",cupboard,4.379159760732101,7.064395049383165e-06,3.394818293145363e-07,"At the end of the story, the jam was in the",fridge,-1.1075283140035765,2.3633647288079374e-06,5.0924877541547175e-06,The person who put the jam in the cupboard was,Mary,1.1038341118985433,0.00016726749890949577,7.7825941843912e-05,The person who moved the jam to the fridge was,James,-0.30931983703657573,0.00012069527292624116,0.00014955633378122002,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
sink,basket,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","At the start of the story, Cameron put the shirt in the",sink,-1.4746920029918629,7.262845429067966e-06,2.018521263380535e-05,"At the end of the story, the shirt was in the",basket,2.888873806826281,2.604819746920839e-05,3.5167379337508464e-06,The person who put the shirt in the sink was,Cameron,-0.16503853082590386,3.0459223125944845e-06,3.415075980228721e-06,The person who moved the shirt to the basket was,Helen,-0.46423893590685095,4.345993147580884e-06,5.995686024107272e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
shed,garage,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","At the start of the story, Paula put the football in the",shed,4.2273983294495645,5.3365074563771486e-05,2.8489407668530475e-06,"At the end of the story, the football was in the",garage,-2.1171848164802394,6.0187621784280054e-06,2.6112191335414536e-05,The person who put the football in the shed was,Paula,-3.8266525969316003,4.262255060893949e-06,6.0475107602542266e-05,The person who moved the football to the garage was,Tim,4.455433422591979,9.654857421992347e-05,4.400750640343176e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
hall,study,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","At the start of the story, Ed put the keys in the",hall,0.8742690668980476,1.690450699243229e-05,9.221918844559696e-06,"At the end of the story, the keys were in the",study,1.245359501444197,1.8868451661546715e-05,7.95876530901296e-06,The person who put the keys in the hall was,Ed,-2.4813945215652025,8.53826441016281e-06,4.768082726513967e-05,The person who moved the keys to the study was,Seana,1.9166461489916538,4.761611853609793e-05,1.2612059435923584e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
drawer,cabinet,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","At the start of the story, Laura put the stapler in the",drawer,6.278669737272735,0.00012762400729116052,1.6438585817013518e-06,"At the end of the story, the stapler was in the",cabinet,-3.871263539105622,4.183647888567066e-06,6.122398190200329e-05,The person who put the stapler in the drawer was,Laura,0.22433833263495748,2.1422718418762088e-05,1.8337579604121856e-05,The person who moved the stapler to the cabinet was,Ross,-0.08475160573155248,2.4138225853675976e-05,2.5598712454666384e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
garage,fridge,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","At the start of the story, David put the wine in the",garage,3.5153998078112965,4.647378773370292e-06,4.0641270970809273e-07,"At the end of the story, the wine was in the",fridge,-3.1996697537387475,6.28905752364517e-07,5.778061222372344e-06,The person who put the wine in the garage was,David,2.4267827228499095,7.1214662966667674e-06,1.3244483625385328e-06,The person who moved the wine to the fridge was,Marta,-2.8763963043862324,1.1278932561253896e-06,8.282273483928293e-06,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
hall,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","At the start of the story, Sarah put the painting in the",hall,6.78904670245128,2.6589348635752685e-05,2.404368331099249e-07,"At the end of the story, the painting was in the",bedroom,-2.0670155619769583,2.2922706648387248e-06,9.605048944649752e-06,The person who put the painting in the hall was,Sarah,0.6150401137930945,1.600597897777334e-05,1.045049157255562e-05,The person who moved the painting to the bedroom was,James,1.3761487212215315,0.00011008698493242264,4.241055285092443e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
cupboard,drawer,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","At the start of the story, Lisa put the grater in the",cupboard,-1.7741580227837916,6.891935754538281e-06,2.3573062208015472e-05,"At the end of the story, the grater was in the",drawer,3.491689437592742,5.395829430199228e-05,4.796836947207339e-06,The person who put the grater in the cupboard was,Lisa,-0.6253193275054867,2.3506252546212636e-05,3.625962199294008e-05,The person who moved the grater to the drawer was,Robert,0.5435504926120077,4.479199560591951e-05,3.073090920224786e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
toolbox,van,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","At the start of the story, John put the shovel in the",toolbox,1.2881569060294837,1.2180865269328933e-05,4.987745342077687e-06,"At the end of the story, the shovel was in the",van,0.3568378553937702,1.0312528502254281e-05,8.052787961787544e-06,The person who put the shovel in the toolbox was,John,1.1029193333074625,2.418834628770128e-05,1.126145161833847e-05,The person who moved the shovel to the van was,Karen,-0.7954678170577448,3.18627935484983e-05,5.530234193429351e-05,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,107000,898B
