item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5645548105239868,0.310086727142334,0.864441879092724,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6474530100822449,0.2644274830818176,1.2919033606248307,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.04567946866154671,0.2839937210083008,-2.6362412580071637,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.4561447203159332,0.036425650119781494,3.646464991949246,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5645548105239868,0.310086727142334,0.864441879092724,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.6474530100822449,0.2644274830818176,1.2919033606248307,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.04567946866154671,0.2839937210083008,-2.6362412580071637,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.4561447203159332,0.036425650119781494,3.646464991949246,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.46818119287490845,0.39535894989967346,0.2439038977830188,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.7557770609855652,0.14813993871212006,2.3510000857657634,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10310617089271545,0.1633593589067459,-0.6639184291502354,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.42888233065605164,0.1164938434958458,1.880328167325508,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.46818119287490845,0.39535894989967346,0.2439038977830188,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.7557770609855652,0.14813993871212006,2.3510000857657634,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.10310617089271545,0.1633593589067459,-0.6639184291502354,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.42888233065605164,0.1164938434958458,1.880328167325508,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5399250984191895,0.3325788676738739,0.6990627804820108,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.42922934889793396,0.48390111327171326,-0.17296353342169674,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.04883521795272827,0.2708859145641327,-2.4716915380913056,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.4343724250793457,0.041128065437078476,3.4007374028577004,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5399250984191895,0.3325788676738739,0.6990627804820108,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.42922934889793396,0.48390111327171326,-0.17296353342169674,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.04883521795272827,0.2708859145641327,-2.4716915380913056,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.4343724250793457,0.041128065437078476,3.4007374028577004,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5458346605300903,0.34855714440345764,0.6470688097723638,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5614914894104004,0.35272660851478577,0.6707137437461634,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.13469421863555908,0.1636870801448822,-0.28125252552055313,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.38275524973869324,0.1687544286251068,1.1814968020384655,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.5458346605300903,0.34855714440345764,0.6470688097723638,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5614914894104004,0.35272660851478577,0.6707137437461634,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.13469421863555908,0.1636870801448822,-0.28125252552055313,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,4,The person who moved the wine to the fridge was,Marta,David,0.38275524973869324,0.1687544286251068,1.1814968020384655,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.6143353581428528,0.2773172855377197,1.1474888759823911,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.5540238618850708,0.3631395697593689,0.60942397170298,True,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
7,,,3,The person who put the wine in the garage was,David,Marta,0.0400395505130291,0.29962772130966187,-2.9036734233513135,False,allenai/OLMo-2-0425-1B,OLMO 2 1B,stage1,,180000,378B
