start_prob,end_prob,passage,start,end,knowledge_cue,first_mention,recent_mention,log_odds,condition,verb_type,verb,model_path,model_shorthand,stage,ingredient,step,tokens_seen
0.439132422208786,0.5097489356994629,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,Start,End,-0.21513080199316895,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.14906321465969086,0.7631300687789917,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,Start,End,-2.356004694738044,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.2724619507789612,0.6685665249824524,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,Start,Start,-1.2950163491846545,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.09653438627719879,0.8249420523643494,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,Start,Start,-3.0951779436290012,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.44044166803359985,0.5084360837936401,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,End,End,-0.20711546059826078,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.147649884223938,0.7684803605079651,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,End,End,-2.3798281652642075,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.2916279435157776,0.6497137546539307,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,End,Start,-1.1556752838636235,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.12323637306690216,0.8010140061378479,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David knows the wine is in the [MASK].",garage,fridge,Explicit,End,Start,-2.700399340526689,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.5051881670951843,0.4138950705528259,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,Start,End,0.2875557812882929,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.0038953947369009256,0.9701569080352783,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,Start,End,-7.960304759680006,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.5547272562980652,0.35052505135536194,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,Start,Start,0.6622610588614951,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.006729528307914734,0.9681584239006042,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,Start,Start,-7.168593945231861,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.5119234323501587,0.35235196352005005,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,End,End,0.538910790872752,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.00294799474067986,0.9579246044158936,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,End,End,-8.344034349066698,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.5051177740097046,0.3488083481788635,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,End,Start,0.5341852388391868,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.0035973433405160904,0.9611238241195679,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall. Sarah knows the painting is in the [MASK].",hall,bedroom,Explicit,End,Start,-8.06164663806135,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.46832695603370667,0.2553868889808655,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,Start,End,0.8748316172360378,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.28948065638542175,0.6319746375083923,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater from the cupboard to the drawer. Lisa realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,Start,End,-1.1263997131562,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.4949726462364197,0.28356778621673584,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,Start,Start,0.8036551502028797,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.1264445185661316,0.8186231255531311,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,Start,Start,-2.6946949257253827,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.5787132978439331,0.3003692924976349,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,End,End,0.9461114650824961,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.24059268832206726,0.6981879472732544,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater from the cupboard to the drawer. Lisa realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,End,End,-1.537022652769479,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.5685783624649048,0.3243121802806854,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,End,Start,0.809975989074916,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.11610083281993866,0.8288686871528625,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa knows the grater is in the [MASK].",cupboard,drawer,Explicit,End,Start,-2.835765240987705,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.7712283134460449,0.19972410798072815,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John knows the shovel is in the [MASK].",toolbox,van,Explicit,Start,End,1.9491495311336535,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.36322593688964844,0.6065405607223511,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John knows the shovel is in the [MASK].",toolbox,van,Explicit,Start,End,-0.7397368999200102,True Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
0.771220326423645,0.20115026831626892,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John knows the shovel is in the [MASK].",toolbox,van,Explicit,Start,Start,1.938869413613152,False Belief,factive,knows,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,459000,3851B
