start_prob,end_prob,passage,start,end,knowledge_cue,first_mention,recent_mention,log_odds,condition,model_path,model_shorthand,stage,ingredient,step,tokens_seen
0.5007447004318237,0.457025408744812,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,End,0.13180087207750088,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.059638045728206635,0.8402283787727356,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,End,-3.8164766257620446,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.15884220600128174,0.790699303150177,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,End,-2.3155348509221216,True Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.07797878980636597,0.8668493032455444,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,End,-3.4746275409456775,True Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.3712150752544403,0.5648351311683655,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,Start,-0.6055745226860096,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.20851701498031616,0.7061655521392822,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,Start,-1.7598413335596432,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.01916792243719101,0.914591908454895,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,Start,-5.5763622749283845,True Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.17295365035533905,0.7732236981391907,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,Start,-2.160500391135081,True Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.738070011138916,0.21551717817783356,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,End,1.7759548061053214,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.061651114374399185,0.8567012548446655,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,End,End,-3.796593324258666,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.48209676146507263,0.43482309579849243,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,End,0.1488941666026221,True Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.05820764601230621,0.8637130260467529,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,End,End,-3.891271468179289,True Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
0.6135847568511963,0.3194156289100647,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,Start,0.9418277376280103,False Belief,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage2,ingredient1,2000,9B
