item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.26324257254600525,0.04953432083129883,2.4098924493507674,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03714699298143387,0.06280466914176941,-0.7576263881156029,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.3016334782587364e-05,4.551266101771034e-06,2.8588401274726647,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.837023425352527e-06,4.076156619703397e-05,-3.0750180560040357,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.26324257254600525,0.04953432083129883,2.4098924493507674,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03714699298143387,0.06280466914176941,-0.7576263881156029,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.3016334782587364e-05,4.551266101771034e-06,2.8588401274726647,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.837023425352527e-06,4.076156619703397e-05,-3.0750180560040357,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.25956639647483826,0.04328269138932228,2.584241507565323,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0325547493994236,0.06394171714782715,-0.9738894551060436,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.3425916626583785e-05,4.509564860200044e-06,2.8899069874931524,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.538181201496627e-06,3.9545648178318515e-05,-3.12333282177968,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.25956639647483826,0.04328269138932228,2.584241507565323,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0325547493994236,0.06394171714782715,-0.9738894551060436,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.3425916626583785e-05,4.509564860200044e-06,2.8899069874931524,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.538181201496627e-06,3.9545648178318515e-05,-3.12333282177968,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.15367062389850616,0.11505185067653656,0.4175572114663526,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.06155570596456528,0.0290626622736454,1.0827257283628968,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.20748622471001e-05,4.970787813363131e-06,2.6898966435558123,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.932622232445283e-06,3.793884752667509e-05,-2.9432491473874665,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.15367062389850616,0.11505185067653656,0.4175572114663526,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.06155570596456528,0.0290626622736454,1.0827257283628968,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.20748622471001e-05,4.970787813363131e-06,2.6898966435558123,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.932622232445283e-06,3.793884752667509e-05,-2.9432491473874665,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.16510087251663208,0.09999212622642517,0.7234613435653706,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0446036271750927,0.04113093763589859,0.11693707472279909,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.392811777302995e-05,5.209361006563995e-06,2.703303072177511,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.798644113179762e-06,3.787710375036113e-05,-2.9806272941816045,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.16510087251663208,0.09999212622642517,0.7234613435653706,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.0446036271750927,0.04113093763589859,0.11693707472279909,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,3,The person who put the wine in the garage was,David,Marta,3.392811777302995e-05,5.209361006563995e-06,2.703303072177511,True,EleutherAI/pythia-14m,Pythia 14m,,,117000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,4.798644113179762e-06,3.787710375036113e-05,-2.9806272941816045,False,EleutherAI/pythia-14m,Pythia 14m,,,117000,
